"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"10455942"	"0.9305849"	"8.56e-01"	"0.1869743"	"-7.021933"	"0.02090659"	"A730017C20Rik"	"RIKEN cDNA A730017C20 gene"
"10438909"	"0.9305849"	"8.56e-01"	"0.1869497"	"-7.021938"	"0.08123592"	"Atp13a3"	"ATPase type 13A3"
"10359480"	"0.9305914"	"8.56e-01"	"0.1868993"	"-7.021949"	"0.01915218"	"Dnm3"	"dynamin 3"
"10454601"	"0.9305931"	"8.56e-01"	"-0.1868546"	"-7.021958"	"-0.0190544"	"Tslp"	"thymic stromal lymphopoietin"
"10583380"	"0.930858"	"8.57e-01"	"0.1864911"	"-7.022033"	"0.01857099"	"Olfr832"	"olfactory receptor 832"
"10484618"	"0.9309066"	"8.57e-01"	"-0.1863896"	"-7.022054"	"-0.01781355"	""	""
"10498741"	"0.9309659"	"8.57e-01"	"-0.1862414"	"-7.022085"	"-0.017386"	"Serpini2"	"serine (or cysteine) peptidase inhibitor, clade I, member 2"
"10602271"	"0.9309659"	"8.57e-01"	"0.1862037"	"-7.022092"	"0.0247442"	""	""
"10361135"	"0.9309659"	"8.57e-01"	"-0.1861744"	"-7.022098"	"-0.01911118"	"1700034H15Rik"	"RIKEN cDNA 1700034H15 gene"
"10568553"	"0.9309659"	"8.57e-01"	"-0.1860618"	"-7.022122"	"-0.02405115"	"Chst15"	"carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15"
"10452022"	"0.9309659"	"8.57e-01"	"-0.1859877"	"-7.022137"	"-0.02069901"	"Ticam1"	"toll-like receptor adaptor molecule 1"
"10573490"	"0.9309659"	"8.57e-01"	"0.1859804"	"-7.022138"	"0.01889456"	"Hook2"	"hook microtubule tethering protein 2"
"10481870"	"0.9309659"	"8.57e-01"	"-0.1859392"	"-7.022147"	"-0.01693497"	"Gapvd1"	"GTPase activating protein and VPS9 domains 1"
"10382228"	"0.9309659"	"8.57e-01"	"0.1859322"	"-7.022148"	"0.01826154"	"Axin2"	"axin 2"
"10363475"	"0.9309659"	"8.57e-01"	"-0.1858726"	"-7.022161"	"-0.02042301"	"Prf1"	"perforin 1 (pore forming protein)"
"10419223"	"0.9309659"	"8.57e-01"	"-0.1858347"	"-7.022168"	"-0.03429272"	"Fermt2"	"fermitin family member 2"
"10604608"	"0.9309659"	"8.57e-01"	"-0.1858231"	"-7.022171"	"-0.02412448"	"Mir542"	"microRNA 542"
"10550029"	"0.9309659"	"8.57e-01"	"-0.1858074"	"-7.022174"	"-0.02079879"	"Zfp110"	"zinc finger protein 110"
"10502661"	"0.9309747"	"8.57e-01"	"0.1857298"	"-7.02219"	"0.02251853"	"Wdr63"	"WD repeat domain 63"
"10453139"	"0.9309747"	"8.57e-01"	"-0.1857117"	"-7.022194"	"-0.02346589"	"Gm10190"	"predicted gene 10190"
"10374426"	"0.9309777"	"8.57e-01"	"0.1856656"	"-7.022203"	"0.02829526"	""	""
"10581800"	"0.9311078"	"8.57e-01"	"0.1854579"	"-7.022246"	"0.02686214"	"Rfwd3"	"ring finger and WD repeat domain 3"
"10500157"	"0.9311078"	"8.57e-01"	"0.1853914"	"-7.02226"	"0.0223307"	"Setdb1"	"SET domain, bifurcated 1"
"10601729"	"0.9311078"	"8.57e-01"	"0.185351"	"-7.022268"	"0.02496363"	"Drp2"	"dystrophin related protein 2"
"10417208"	"0.9311078"	"8.57e-01"	"0.1853377"	"-7.022271"	"0.02765926"	"4930594M22Rik"	"RIKEN cDNA 4930594M22 gene"
"10408429"	"0.9311224"	"8.58e-01"	"-0.1852507"	"-7.022289"	"-0.01893486"	"Prl7a2"	"prolactin family 7, subfamily a, member 2"
"10523974"	"0.9311224"	"8.58e-01"	"-0.1852096"	"-7.022297"	"-0.01896322"	"Gm10419"	"predicted gene 10419"
"10359888"	"0.9311224"	"8.58e-01"	"-0.1851924"	"-7.022301"	"-0.02312853"	""	""
"10408241"	"0.9312031"	"8.58e-01"	"0.185052"	"-7.022329"	"0.01816468"	"4930558J22Rik"	"RIKEN cDNA 4930558J22 gene"
"10520718"	"0.9312067"	"8.58e-01"	"-0.1849715"	"-7.022346"	"-0.01656476"	"Snx17"	"sorting nexin 17"
"10468113"	"0.9312067"	"8.58e-01"	"-0.1849626"	"-7.022348"	"-0.02237708"	"Kcnip2"	"Kv channel-interacting protein 2"
"10423623"	"0.9312438"	"8.58e-01"	"-0.1848643"	"-7.022368"	"-0.02259651"	"Erich5"	"glutamate rich 5"
"10428943"	"0.9312438"	"8.58e-01"	"-0.1848325"	"-7.022374"	"-0.02372186"	"Gsdmc"	"gasdermin C"
"10468668"	"0.9312559"	"8.58e-01"	"-0.1846839"	"-7.022405"	"-0.02626988"	"Afap1l2"	"actin filament associated protein 1-like 2"
"10530492"	"0.9312559"	"8.58e-01"	"0.1846776"	"-7.022406"	"0.02877959"	""	""
"10547469"	"0.9312559"	"8.58e-01"	"-0.1846478"	"-7.022412"	"-0.03439505"	"Wnk1"	"WNK lysine deficient protein kinase 1"
"10427280"	"0.9312559"	"8.58e-01"	"0.1846477"	"-7.022412"	"0.0335343"	"Hoxc10"	"homeobox C10"
"10606178"	"0.9313009"	"8.58e-01"	"0.1845506"	"-7.022432"	"0.28975917"	"Xist"	"inactive X specific transcripts"
"10529581"	"0.9313053"	"8.58e-01"	"0.184461"	"-7.02245"	"0.02023116"	"Mrfap1"	"Morf4 family associated protein 1"
"10507644"	"0.9313053"	"8.58e-01"	"-0.1844254"	"-7.022458"	"-0.01921525"	"Zmynd12"	"zinc finger, MYND domain containing 12"
"10559987"	"0.9313053"	"8.58e-01"	"0.184409"	"-7.022461"	"0.01646273"	"Mir297-1"	"microRNA 297-1"
"10592886"	"0.9313053"	"8.58e-01"	"-0.1843752"	"-7.022468"	"-0.02181905"	"Gm10023"	"predicted gene 10023"
"10522368"	"0.9313475"	"8.58e-01"	"-0.1842305"	"-7.022498"	"-0.0208024"	"Nipal1"	"NIPA-like domain containing 1"
"10605067"	"0.9313475"	"8.58e-01"	"-0.184191"	"-7.022506"	"-0.02193263"	"Pnck"	"pregnancy upregulated non-ubiquitously expressed CaM kinase"
"10418053"	"0.9313475"	"8.58e-01"	"-0.1841646"	"-7.022511"	"-0.02635035"	"Kcnma1"	"potassium large conductance calcium-activated channel, subfamily M, alpha member 1"
"10361184"	"0.9313475"	"8.58e-01"	"0.1841539"	"-7.022513"	"0.01983683"	"A730013G03Rik"	"RIKEN cDNA A730013G03 gene"
"10490304"	"0.9313475"	"8.58e-01"	"-0.1841114"	"-7.022522"	"-0.02523178"	"Sycp2"	"synaptonemal complex protein 2"
"10557165"	"0.9313682"	"8.58e-01"	"-0.1840437"	"-7.022536"	"-0.02991536"	"Chp2"	"calcineurin-like EF hand protein 2"
"10367521"	"0.9313731"	"8.59e-01"	"-0.1838644"	"-7.022572"	"-0.0176243"	"Olfr809"	"olfactory receptor 809"
"10439612"	"0.9313731"	"8.59e-01"	"0.1838639"	"-7.022572"	"0.02343552"	"Boc"	"biregional cell adhesion molecule-related/down-regulated by oncogenes (Cdon) binding protein"
"10447395"	"0.9313731"	"8.59e-01"	"0.1838296"	"-7.022579"	"0.05531215"	"Msh2"	"mutS homolog 2"
"10367335"	"0.9313731"	"8.59e-01"	"0.1838147"	"-7.022582"	"0.01948123"	""	""
"10485784"	"0.9313731"	"8.59e-01"	"-0.1837915"	"-7.022587"	"-0.02258618"	"Olfr1297"	"olfactory receptor 1297"
"10357476"	"0.9313731"	"8.59e-01"	"-0.1837826"	"-7.022589"	"-0.01675656"	""	""
"10587323"	"0.9314109"	"8.59e-01"	"0.1835772"	"-7.022631"	"0.03237131"	"Gm10639///Gm3776///Gsta2///Gsta1"	"predicted gene 10639///predicted gene 3776///glutathione S-transferase, alpha 2 (Yc2)///glutathione S-transferase, alpha 1 (Ya)"
"10566943"	"0.9314109"	"8.59e-01"	"-0.1835271"	"-7.022641"	"-0.0196561"	"Mrvi1"	"MRV integration site 1"
"10606595"	"0.9314109"	"8.59e-01"	"0.183526"	"-7.022641"	"0.03148277"	""	""
"10462881"	"0.9314109"	"8.59e-01"	"-0.1835117"	"-7.022644"	"-0.01971844"	"Ffar4"	"free fatty acid receptor 4"
"10495854"	"0.9314109"	"8.59e-01"	"-0.1834877"	"-7.022649"	"-0.03036554"	"Prss12"	"protease, serine 12 neurotrypsin (motopsin)"
"10383681"	"0.9314109"	"8.59e-01"	"-0.183456"	"-7.022655"	"-0.03399821"	"Gm12592"	"predicted gene 12592"
"10424439"	"0.9314109"	"8.59e-01"	"0.1834391"	"-7.022659"	"0.02141649"	"Efr3a"	"EFR3 homolog A"
"10519744"	"0.9315413"	"8.59e-01"	"-0.1832383"	"-7.0227"	"-0.01790017"	""	""
"10604248"	"0.9315813"	"8.59e-01"	"0.1831472"	"-7.022718"	"0.03012295"	"Thoc2"	"THO complex 2"
"10482507"	"0.931664"	"8.59e-01"	"-0.1830042"	"-7.022747"	"-0.02021317"	"Ppia"	"peptidylprolyl isomerase A"
"10511812"	"0.9316932"	"8.59e-01"	"-0.1829263"	"-7.022763"	"-0.02349163"	"Pou3f2"	"POU domain, class 3, transcription factor 2"
"10366229"	"0.9316969"	"8.59e-01"	"0.1827779"	"-7.022793"	"0.02175214"	"Lin7a"	"lin-7 homolog A (C. elegans)"
"10555323"	"0.9316969"	"8.59e-01"	"0.1827154"	"-7.022806"	"0.01771982"	"P4ha3"	"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III"
"10546249"	"0.9316969"	"8.60e-01"	"0.1826303"	"-7.022823"	"0.02411733"	"Cfap100"	"cilia and flagella associated protein 100"
"10430179"	"0.9316969"	"8.60e-01"	"-0.1826221"	"-7.022825"	"-0.02886668"	"Apol7e///Apol7b"	"apolipoprotein L 7e///apolipoprotein L 7b"
"10563344"	"0.9316969"	"8.60e-01"	"0.1826068"	"-7.022828"	"0.03008575"	"Fgf21"	"fibroblast growth factor 21"
"10359908"	"0.9316969"	"8.60e-01"	"-0.1826059"	"-7.022828"	"-0.03138434"	"Rgs4"	"regulator of G-protein signaling 4"
"10602044"	"0.9316969"	"8.60e-01"	"0.1825854"	"-7.022832"	"0.02615612"	"Frmpd3"	"FERM and PDZ domain containing 3"
"10365627"	"0.9316969"	"8.60e-01"	"-0.1825815"	"-7.022833"	"-0.02019463"	"Sycp3"	"synaptonemal complex protein 3"
"10602472"	"0.931697"	"8.60e-01"	"-0.1825389"	"-7.022841"	"-0.01710707"	""	""
"10554693"	"0.9317018"	"8.60e-01"	"-0.1824905"	"-7.022851"	"-0.01964936"	"Stard5///Stard5"	"StAR-related lipid transfer (START) domain containing 5///StAR-related lipid transfer (START) domain containing 5"
"10474269"	"0.9320787"	"8.60e-01"	"-0.1819445"	"-7.022962"	"-0.0203715"	"Gm6306"	"predicted gene 6306"
"10482695"	"0.9320787"	"8.60e-01"	"0.1819168"	"-7.022967"	"0.02515131"	"Cacnb4"	"calcium channel, voltage-dependent, beta 4 subunit"
"10344817"	"0.9320787"	"8.60e-01"	"-0.1819052"	"-7.02297"	"-0.05428004"	"Cspp1"	"centrosome and spindle pole associated protein 1"
"10463513"	"0.9322198"	"8.60e-01"	"0.1816914"	"-7.023013"	"0.0197356"	"4930505N22Rik"	"RIKEN cDNA 4930505N22 gene"
"10406928"	"0.9322894"	"8.60e-01"	"-0.1815579"	"-7.023039"	"-0.02117697"	"Cd180"	"CD180 antigen"
"10532598"	"0.9322894"	"8.60e-01"	"-0.1815217"	"-7.023047"	"-0.03156723"	"Myo18b"	"myosin XVIIIb"
"10354955"	"0.932419"	"8.61e-01"	"-0.1813218"	"-7.023087"	"-0.02272136"	"Mpp4"	"membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)"
"10363915"	"0.9324331"	"8.61e-01"	"-0.1812621"	"-7.023099"	"-0.0203691"	"Pcdh15"	"protocadherin 15"
"10606820"	"0.9324367"	"8.61e-01"	"0.1812152"	"-7.023108"	"0.02090161"	"Tcp11x2"	"t-complex 11 family, X-linked 2"
"10371332"	"0.9324686"	"8.61e-01"	"0.1811339"	"-7.023125"	"0.0265056"	"Aldh1l2"	"aldehyde dehydrogenase 1 family, member L2"
"10508477"	"0.9324839"	"8.61e-01"	"0.1810228"	"-7.023147"	"0.01732732"	""	""
"10566409"	"0.9324839"	"8.61e-01"	"0.1809938"	"-7.023153"	"0.02654155"	"Olfr670"	"olfactory receptor 670"
"10573779"	"0.9324839"	"8.61e-01"	"-0.1809876"	"-7.023154"	"-0.02858484"	"Nkd1"	"naked cuticle 1 homolog (Drosophila)"
"10380954"	"0.9327472"	"8.61e-01"	"-0.1806253"	"-7.023227"	"-0.03079788"	"Lrrc3c"	"leucine rich repeat containing 3C"
"10404069"	"0.9327611"	"8.61e-01"	"0.1805658"	"-7.023239"	"0.04737426"	"Hist1h1a"	"histone cluster 1, H1a"
"10545121"	"0.9328129"	"8.61e-01"	"0.1804604"	"-7.02326"	"0.01739776"	"Vmn1r36"	"vomeronasal 1 receptor 36"
"10468980"	"0.9329735"	"8.61e-01"	"0.1802228"	"-7.023307"	"0.02176349"	"Fam107b"	"family with sequence similarity 107, member B"
"10523856"	"0.9331211"	"8.62e-01"	"0.1800009"	"-7.023352"	"0.01679848"	"Btbd8"	"BTB (POZ) domain containing 8"
"10425211"	"0.9332644"	"8.62e-01"	"0.1797842"	"-7.023395"	"0.0209814"	"Gcat"	"glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase)"
"10601461"	"0.9332794"	"8.62e-01"	"-0.1796841"	"-7.023415"	"-0.01705845"	"Cylc1"	"cylicin, basic protein of sperm head cytoskeleton 1"
"10570418"	"0.9332794"	"8.62e-01"	"0.1795689"	"-7.023438"	"0.02060056"	"Upf3a"	"UPF3 regulator of nonsense transcripts homolog A (yeast)"
"10442391"	"0.9332794"	"8.62e-01"	"0.1795557"	"-7.02344"	"0.02005448"	""	""
"10601178"	"0.9332794"	"8.62e-01"	"0.1795484"	"-7.023442"	"0.02096574"	"Itgb1bp2"	"integrin beta 1 binding protein 2"
"10591522"	"0.9332794"	"8.62e-01"	"0.179534"	"-7.023445"	"0.02077761"	"Ap1m2"	"adaptor protein complex AP-1, mu 2 subunit"
"10390831"	"0.9332794"	"8.62e-01"	"0.1794743"	"-7.023457"	"0.01780825"	"Krt10"	"keratin 10"
"10347018"	"0.9332794"	"8.62e-01"	"0.179468"	"-7.023458"	"0.02287779"	"Pth2r"	"parathyroid hormone 2 receptor"
"10587315"	"0.9334134"	"8.62e-01"	"0.1792627"	"-7.023499"	"0.03795549"	"Gsta4"	"glutathione S-transferase, alpha 4"
"10589074"	"0.9334155"	"8.62e-01"	"0.1792175"	"-7.023508"	"0.03246547"	"Arih2os"	"ariadne RBR E3 ubiquitin protein ligase 2, opposite strand"
"10608107"	"0.9335287"	"8.62e-01"	"-0.1790375"	"-7.023543"	"-0.0830336"	"Uty"	"ubiquitously transcribed tetratricopeptide repeat gene, Y chromosome"
"10358664"	"0.9337465"	"8.62e-01"	"0.178728"	"-7.023605"	"0.0199795"	"Hmcn1"	"hemicentin 1"
"10591210"	"0.9337465"	"8.63e-01"	"0.1786877"	"-7.023613"	"0.02318333"	"Olfr866"	"olfactory receptor 866"
"10468789"	"0.9338474"	"8.63e-01"	"0.1785225"	"-7.023645"	"0.02146981"	"Pdzd8"	"PDZ domain containing 8"
"10564726"	"0.9338916"	"8.63e-01"	"-0.1784262"	"-7.023665"	"-0.01937087"	"Rlbp1"	"retinaldehyde binding protein 1"
"10530944"	"0.9339727"	"8.63e-01"	"0.1782789"	"-7.023694"	"0.01802735"	"Gnrhr"	"gonadotropin releasing hormone receptor"
"10417920"	"0.9339727"	"8.63e-01"	"-0.1781985"	"-7.02371"	"-0.01847615"	"Usp54"	"ubiquitin specific peptidase 54"
"10425223"	"0.9339727"	"8.63e-01"	"-0.1781935"	"-7.023711"	"-0.03472133"	"Galr3"	"galanin receptor 3"
"10469129"	"0.9339727"	"8.63e-01"	"0.1781573"	"-7.023718"	"0.02877488"	"4930412O13Rik"	"RIKEN cDNA 4930412O13 gene"
"10359816"	"0.9340486"	"8.63e-01"	"0.1780225"	"-7.023744"	"0.01866835"	"Pogk"	"pogo transposable element with KRAB domain"
"10474977"	"0.9344725"	"8.63e-01"	"-0.1774159"	"-7.023864"	"-0.02030459"	"Chp1"	"calcineurin-like EF hand protein 1"
"10427303"	"0.9344725"	"8.63e-01"	"-0.1773882"	"-7.023869"	"-0.0222695"	"Hoxc4"	"homeobox C4"
"10607838"	"0.9344725"	"8.64e-01"	"0.1773486"	"-7.023877"	"0.01888139"	""	""
"10514187"	"0.9344725"	"8.64e-01"	"0.177337"	"-7.023879"	"0.02102412"	""	""
"10496621"	"0.9345968"	"8.64e-01"	"-0.1771434"	"-7.023917"	"-0.01761834"	"Gtf2b"	"general transcription factor IIB"
"10541083"	"0.9346289"	"8.64e-01"	"-0.1770363"	"-7.023938"	"-0.02514515"	"Gm9946"	"predicted gene 9946"
"10515939"	"0.9346289"	"8.64e-01"	"0.1770191"	"-7.023942"	"0.03124965"	"Foxo6"	"forkhead box O6"
"10584524"	"0.9346554"	"8.64e-01"	"0.1769443"	"-7.023957"	"0.03665912"	"1700001J11Rik"	"ring finger protein 19A pseudogene"
"10356406"	"0.9346892"	"8.64e-01"	"-0.1768372"	"-7.023978"	"-0.02778837"	"Ngef"	"neuronal guanine nucleotide exchange factor"
"10504619"	"0.9346892"	"8.64e-01"	"0.1768179"	"-7.023981"	"0.01891527"	"Ccdc180"	"coiled-coil domain containing 180"
"10599537"	"0.9348456"	"8.64e-01"	"-0.176471"	"-7.024049"	"-0.01683125"	"Slc25a14"	"solute carrier family 25 (mitochondrial carrier, brain), member 14"
"10549976"	"0.9348456"	"8.64e-01"	"0.1764494"	"-7.024054"	"0.01585848"	""	""
"10573234"	"0.9348456"	"8.64e-01"	"-0.1764189"	"-7.024059"	"-0.02099507"	"Adgrl1"	"adhesion G protein-coupled receptor L1"
"10545034"	"0.9348456"	"8.64e-01"	"0.1763887"	"-7.024065"	"0.01715863"	""	""
"10604557"	"0.9348456"	"8.64e-01"	"0.1763292"	"-7.024077"	"0.02122993"	"1700080O16Rik"	"RIKEN cDNA 1700080O16 gene"
"10437573"	"0.9348456"	"8.64e-01"	"0.1763132"	"-7.02408"	"0.0325298"	""	""
"10544805"	"0.9348456"	"8.64e-01"	"-0.1762133"	"-7.0241"	"-0.01920436"	"Hoxa13"	"homeobox A13"
"10523483"	"0.9348456"	"8.64e-01"	"-0.1762029"	"-7.024102"	"-0.03341945"	"Prdm8"	"PR domain containing 8"
"10595070"	"0.9348456"	"8.64e-01"	"0.1761553"	"-7.024111"	"0.0185164"	"Fam83b"	"family with sequence similarity 83, member B"
"10366517"	"0.9348456"	"8.64e-01"	"-0.1761342"	"-7.024115"	"-0.02293504"	"Kcnmb4os2"	"potassium large conductance calcium-activated channel, subfamily M, beta member 4, opposite strand 2"
"10536324"	"0.9348456"	"8.65e-01"	"0.1760598"	"-7.02413"	"0.02588958"	"Asb4"	"ankyrin repeat and SOCS box-containing 4"
"10444674"	"0.9348456"	"8.65e-01"	"-0.1760026"	"-7.024141"	"-0.02991924"	"Ly6g6c"	"lymphocyte antigen 6 complex, locus G6C"
"10599005"	"0.9348456"	"8.65e-01"	"0.1759894"	"-7.024143"	"0.01751585"	""	""
"10400564"	"0.9348456"	"8.65e-01"	"-0.1759873"	"-7.024144"	"-0.01864243"	"Fscb"	"fibrous sheath CABYR binding protein"
"10519504"	"0.9348456"	"8.65e-01"	"-0.1759323"	"-7.024155"	"-0.01598519"	"Sri"	"sorcin"
"10522467"	"0.9348456"	"8.65e-01"	"-0.1758699"	"-7.024167"	"-0.01822388"	"Rasl11b"	"RAS-like, family 11, member B"
"10587208"	"0.9348456"	"8.65e-01"	"0.1758687"	"-7.024167"	"0.02896556"	"Bcl2l10"	"Bcl2-like 10"
"10507833"	"0.9348456"	"8.65e-01"	"-0.1758609"	"-7.024169"	"-0.02822197"	"Nt5c1a"	"5'-nucleotidase, cytosolic IA"
"10350853"	"0.9348892"	"8.65e-01"	"0.1757653"	"-7.024187"	"0.02449483"	"BC026585"	"cDNA sequence BC026585"
"10556442"	"0.9349873"	"8.65e-01"	"-0.1756034"	"-7.024219"	"-0.0187048"	"Tead1"	"TEA domain family member 1"
"10585379"	"0.9350653"	"8.65e-01"	"-0.1754659"	"-7.024245"	"-0.02234113"	""	""
"10545205"	"0.9350693"	"8.65e-01"	"-0.1753929"	"-7.02426"	"-0.02783097"	""	""
"10460317"	"0.9350693"	"8.65e-01"	"-0.1753758"	"-7.024263"	"-0.02237797"	"Pitpnm1"	"phosphatidylinositol transfer protein, membrane-associated 1"
"10530998"	"0.935116"	"8.65e-01"	"-0.1752764"	"-7.024282"	"-0.02888756"	"Tmprss11f"	"transmembrane protease, serine 11f"
"10561842"	"0.9351416"	"8.65e-01"	"0.1751639"	"-7.024304"	"0.01729895"	"Capns1"	"calpain, small subunit 1"
"10355205"	"0.9351416"	"8.65e-01"	"0.17516"	"-7.024305"	"0.02552812"	"D630023F18Rik"	"RIKEN cDNA D630023F18 gene"
"10579101"	"0.935157"	"8.65e-01"	"-0.1750987"	"-7.024317"	"-0.01881112"	"Cilp2"	"cartilage intermediate layer protein 2"
"10519717"	"0.9351708"	"8.65e-01"	"0.1749835"	"-7.024339"	"0.01943928"	"Sema3a"	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A"
"10556616"	"0.9351708"	"8.65e-01"	"-0.1749594"	"-7.024344"	"-0.01926117"	"Tmc5"	"transmembrane channel-like gene family 5"
"10551696"	"0.9351708"	"8.65e-01"	"-0.1749074"	"-7.024354"	"-0.02253667"	"Rasgrp4"	"RAS guanyl releasing protein 4"
"10399459"	"0.9351708"	"8.65e-01"	"-0.1749058"	"-7.024354"	"-0.01938447"	""	""
"10431749"	"0.9351708"	"8.65e-01"	"-0.1748688"	"-7.024361"	"-0.0293971"	"Adamts20///Adamts20"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20///a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20"
"10588091"	"0.935231"	"8.66e-01"	"0.1747529"	"-7.024384"	"0.05251982"	"Cep70"	"centrosomal protein 70"
"10576657"	"0.9352714"	"8.66e-01"	"-0.1746612"	"-7.024402"	"-0.02022644"	""	""
"10578582"	"0.9353238"	"8.66e-01"	"0.1745442"	"-7.024424"	"0.02347374"	"Trappc11"	"trafficking protein particle complex 11"
"10449343"	"0.9353238"	"8.66e-01"	"0.1745121"	"-7.024431"	"0.016191"	"Grm4"	"glutamate receptor, metabotropic 4"
"10578547"	"0.9354043"	"8.66e-01"	"-0.1743717"	"-7.024458"	"-0.02715191"	"Helt"	"helt bHLH transcription factor"
"10491595"	"0.9355254"	"8.66e-01"	"-0.1741719"	"-7.024496"	"-0.04717745"	"4932438A13Rik"	"RIKEN cDNA 4932438A13 gene"
"10420614"	"0.9355254"	"8.66e-01"	"-0.1741391"	"-7.024503"	"-0.03049239"	"C030009H01Rik"	"RIKEN cDNA C030009H01 gene"
"10409061"	"0.9355846"	"8.66e-01"	"-0.1740066"	"-7.024528"	"-0.02627898"	"Mirlet7f-1"	"microRNA let7f-1"
"10605386"	"0.9355846"	"8.66e-01"	"-0.1739818"	"-7.024533"	"-0.01912491"	"Smim9"	"small integral membrane protein 9"
"10359084"	"0.935623"	"8.66e-01"	"0.1738925"	"-7.02455"	"0.01904728"	"Cep350"	"centrosomal protein 350"
"10566300"	"0.9356297"	"8.66e-01"	"-0.1738417"	"-7.02456"	"-0.02150769"	"Olfr644"	"olfactory receptor 644"
"10403978"	"0.9357046"	"8.66e-01"	"-0.1736696"	"-7.024593"	"-0.03288495"	"Hist1h2br///Hist1h2bq///Hist1h2bp///Hist1h2bn///Hist1h2bm///Hist1h2bl///Hist1h2bk///Hist1h2bj///Hist1h2bh///Hist1h2bg///Hist1h2bf///Hist1h2be///Hist1h2bb///Hist1h2ba///Hist1h2bc"	"histone cluster 1 H2br///histone cluster 1, H2bq///histone cluster 1, H2bp///histone cluster 1, H2bn///histone cluster 1, H2bm///histone cluster 1, H2bl///histone cluster 1, H2bk///histone cluster 1, H2bj///histone cluster 1, H2bh///histone cluster 1, H2bg///histone cluster 1, H2bf///histone cluster 1, H2be///histone cluster 1, H2bb///histone cluster 1, H2ba///histone cluster 1, H2bc"
"10522285"	"0.9357046"	"8.66e-01"	"0.1736653"	"-7.024594"	"0.02222638"	"C330024D21Rik"	"RIKEN cDNA C330024D21 gene"
"10537102"	"0.9357278"	"8.66e-01"	"-0.1735944"	"-7.024608"	"-0.02134202"	"Exoc4"	"exocyst complex component 4"
"10354581"	"0.935755"	"8.66e-01"	"-0.1735187"	"-7.024622"	"-0.02995728"	"Dnah7a"	"dynein, axonemal, heavy chain 7A"
"10504008"	"0.9357808"	"8.67e-01"	"0.1734198"	"-7.024641"	"0.01669384"	"Chmp5"	"charged multivesicular body protein 5"
"10391429"	"0.9357808"	"8.67e-01"	"0.1733685"	"-7.024651"	"0.01887114"	""	""
"10484706"	"0.9357808"	"8.67e-01"	"-0.1733594"	"-7.024653"	"-0.01832356"	"Olfr74"	"olfactory receptor 74"
"10365471"	"0.935812"	"8.67e-01"	"-0.1732788"	"-7.024668"	"-0.01695764"	"Fbxo7"	"F-box protein 7"
"10448399"	"0.935827"	"8.67e-01"	"-0.173218"	"-7.02468"	"-0.04566842"	"Sbpl"	"spermine binding protein-like"
"10546134"	"0.9359531"	"8.67e-01"	"-0.1730218"	"-7.024718"	"-0.01582985"	"Kbtbd12"	"kelch repeat and BTB (POZ) domain containing 12"
"10472370"	"0.9360676"	"8.67e-01"	"0.1728399"	"-7.024753"	"0.01634751"	"Scn2a1"	"sodium channel, voltage-gated, type II, alpha 1"
"10601848"	"0.9361552"	"8.67e-01"	"0.1726907"	"-7.024781"	"0.02528322"	"Arxes1"	"adipocyte-related X-chromosome expressed sequence 1"
"10483546"	"0.9361584"	"8.67e-01"	"0.1726441"	"-7.02479"	"0.03200663"	""	""
"10568964"	"0.9361727"	"8.67e-01"	"0.1725841"	"-7.024802"	"0.0209934"	"Olfr536"	"olfactory receptor 536"
"10348963"	"0.9361767"	"8.67e-01"	"-0.1725366"	"-7.024811"	"-0.01799896"	"Cntnap5b"	"contactin associated protein-like 5B"
"10568696"	"0.9362184"	"8.67e-01"	"-0.1724432"	"-7.024829"	"-0.01919066"	"D7Ertd443e"	"DNA segment, Chr 7, ERATO Doi 443, expressed"
"10495136"	"0.9362352"	"8.67e-01"	"0.1723768"	"-7.024841"	"0.02066862"	"Chia1"	"chitinase, acidic 1"
"10516325"	"0.9362352"	"8.67e-01"	"0.1723374"	"-7.024849"	"0.01642537"	"Adprhl2"	"ADP-ribosylhydrolase like 2"
"10506110"	"0.9363407"	"8.67e-01"	"-0.1721646"	"-7.024882"	"-0.02561476"	"L1td1"	"LINE-1 type transposase domain containing 1"
"10543510"	"0.9363407"	"8.68e-01"	"-0.1720689"	"-7.0249"	"-0.01939777"	"Mir592"	"microRNA 592"
"10499189"	"0.9363407"	"8.68e-01"	"-0.1720434"	"-7.024905"	"-0.03937282"	"Fcrls"	"Fc receptor-like S, scavenger receptor"
"10450237"	"0.9363407"	"8.68e-01"	"0.1720246"	"-7.024909"	"0.03311182"	""	""
"10355967"	"0.9363407"	"8.68e-01"	"0.1719958"	"-7.024914"	"0.0278369"	"Ap1s3"	"adaptor-related protein complex AP-1, sigma 3"
